"","LON","LAT","YEAR","MM","DD","DOY","YYYYMMDD","T2M_MIN","T2M_MAX","PRECTOTCORR","RH2M","WS10M","ALLSKY_SFC_PAR_TOT"
"944",46.29,-63.12,1992,9,29,273,1992-09-29,-9.15,-6.69,4.27,89.12,7.46,69.6
"945",46.29,-63.12,1992,9,30,274,1992-09-30,-12.24,-9.3,1.45,89.06,5.83,44.8
"946",46.29,-63.12,1992,10,1,275,1992-10-01,-14.74,-12.24,0.63,82.62,6.2,38
"947",46.29,-63.12,1992,10,2,276,1992-10-02,-14.84,-6.67,4.91,88.81,9.84,35.5
"948",46.29,-63.12,1992,10,3,277,1992-10-03,-14.03,-6.85,6.37,93.19,14.13,52.3
"949",46.29,-63.12,1992,10,4,278,1992-10-04,-16.77,-11.48,0.6,82.44,9.48,45.2
"950",46.29,-63.12,1992,10,5,279,1992-10-05,-17.2,-8.24,0.18,86.31,4.87,60.1
"951",46.29,-63.12,1992,10,6,280,1992-10-06,-12.85,-7.73,1.89,86.69,7.03,58.5
"952",46.29,-63.12,1992,10,7,281,1992-10-07,-18.02,-14.03,0.52,77.81,8.41,49.5
"953",46.29,-63.12,1992,10,8,282,1992-10-08,-20.07,-17.29,0.6,77.12,9.06,57.6
"954",46.29,-63.12,1992,10,9,283,1992-10-09,-19.99,-15.45,0.23,77.25,6.26,74.8
"955",46.29,-63.12,1992,10,10,284,1992-10-10,-18.67,-12.63,0.39,83.06,6.91,63.2
"956",46.29,-63.12,1992,10,11,285,1992-10-11,-14.74,-11.07,4.93,86,13.62,6.7
"957",46.29,-63.12,1992,10,12,286,1992-10-12,-14.78,-10.78,0.73,79.62,7.54,77.7
"958",46.29,-63.12,1992,10,13,287,1992-10-13,-14.57,-11.29,0.52,86.88,5.45,79.5
"959",46.29,-63.12,1992,10,14,288,1992-10-14,-13.93,-9.44,2.41,83.44,12.58,66.8
"960",46.29,-63.12,1992,10,15,289,1992-10-15,-11.91,-8.81,2.01,85.38,18.45,43.6
"961",46.29,-63.12,1992,10,16,290,1992-10-16,-9.88,-6.44,0.69,81.25,13.47,91.2
"962",46.29,-63.12,1992,10,17,291,1992-10-17,-11.92,-3.74,0,87.56,10.84,92.1
"963",46.29,-63.12,1992,10,18,292,1992-10-18,-7.1,0.32,0.52,88.75,10.18,92
"964",46.29,-63.12,1992,10,19,293,1992-10-19,-5.84,-1.56,0.35,91.56,8.68,91.7
"965",46.29,-63.12,1992,10,20,294,1992-10-20,-3.89,-0.35,1.89,96.19,5.39,78.3
"966",46.29,-63.12,1992,10,21,295,1992-10-21,-4.5,-2.48,0.75,91.5,4.38,69.5
"967",46.29,-63.12,1992,10,22,296,1992-10-22,-5.4,-1.45,3.81,96.94,5.41,44.8
"968",46.29,-63.12,1992,10,23,297,1992-10-23,-2.6,-0.73,1.6,94.19,4.6,92.7
"969",46.29,-63.12,1992,10,24,298,1992-10-24,-6.56,-2.13,0.64,90.94,6.61,69.7
"970",46.29,-63.12,1992,10,25,299,1992-10-25,-6.6,-1.23,3.22,93.69,7.07,112.4
"971",46.29,-63.12,1992,10,26,300,1992-10-26,-3.63,-0.66,2.07,87.31,10.09,67.2
"972",46.29,-63.12,1992,10,27,301,1992-10-27,-6.84,-4.27,0.91,87.31,6.15,76.3
"973",46.29,-63.12,1992,10,28,302,1992-10-28,-9.49,-5.97,1.38,86.44,5.66,110.2
"974",46.29,-63.12,1992,10,29,303,1992-10-29,-10.51,-6.45,0.26,79.31,5.11,95.3
"975",46.29,-63.12,1992,10,30,304,1992-10-30,-7.94,-3.98,2,88.62,12.99,63.3
"976",46.29,-63.12,1992,10,31,305,1992-10-31,-7.35,-2.12,5.95,94.56,10.48,94.2
"977",46.29,-63.12,1992,11,1,306,1992-11-01,-7.26,-0.98,1.71,89.62,8.97,104.2
"978",46.29,-63.12,1992,11,2,307,1992-11-02,-4.31,-1.63,1.21,91,8.02,86.6
"979",46.29,-63.12,1992,11,3,308,1992-11-03,-4.91,-2.31,0.56,86.06,8.02,71.1
"980",46.29,-63.12,1992,11,4,309,1992-11-04,-7.42,-3.95,0.63,89.12,4.57,85.9
"981",46.29,-63.12,1992,11,5,310,1992-11-05,-8.06,-3.27,3.84,89.81,7.66,113
"982",46.29,-63.12,1992,11,6,311,1992-11-06,-6.95,-3.96,0.3,86.5,6.39,116.8
"983",46.29,-63.12,1992,11,7,312,1992-11-07,-8.49,-2.99,0.32,88.5,3.47,64.4
"984",46.29,-63.12,1992,11,8,313,1992-11-08,-6.92,-2.99,0.5,83.56,6.1,95.1
"985",46.29,-63.12,1992,11,9,314,1992-11-09,-7.31,-1.47,3.3,92.25,10.71,72.9
"986",46.29,-63.12,1992,11,10,315,1992-11-10,-6.1,-0.97,7.55,92.19,10.52,107.3
"987",46.29,-63.12,1992,11,11,316,1992-11-11,-5.38,-3.03,1.02,85.5,8.55,128.9
"988",46.29,-63.12,1992,11,12,317,1992-11-12,-7.31,-4.9,0.92,79.06,8.04,126.8
"989",46.29,-63.12,1992,11,13,318,1992-11-13,-7.77,-2.94,0.44,85.25,10.86,98
"990",46.29,-63.12,1992,11,14,319,1992-11-14,-7.53,-3.95,0.56,87.81,8.32,126.6
"991",46.29,-63.12,1992,11,15,320,1992-11-15,-4.62,-2.64,1.74,85.25,14.45,121.8
"992",46.29,-63.12,1992,11,16,321,1992-11-16,-6.49,-3.86,0.46,76.94,5.3,95.1
"993",46.29,-63.12,1992,11,17,322,1992-11-17,-5.45,-0.88,12.58,95.25,9.16,114.3
"994",46.29,-63.12,1992,11,18,323,1992-11-18,-6,-2.53,3.34,90.69,12.55,130.8
"995",46.29,-63.12,1992,11,19,324,1992-11-19,-7,0.01,6.74,92.62,9.02,87.5
"996",46.29,-63.12,1992,11,20,325,1992-11-20,-2.63,0.12,7.46,85.88,10.7,114.1
"997",46.29,-63.12,1992,11,21,326,1992-11-21,-2.74,-1.88,2.66,84.19,11.31,118.7
"998",46.29,-63.12,1992,11,22,327,1992-11-22,-2.72,-1.72,0.78,86.81,8.53,91.8
"999",46.29,-63.12,1992,11,23,328,1992-11-23,-3.49,-0.93,1.15,89.88,9.24,98.7
"1000",46.29,-63.12,1992,11,24,329,1992-11-24,-3.49,-0.94,2.2,90.94,7.28,138.3
"1001",46.29,-63.12,1992,11,25,330,1992-11-25,-4.63,-2.92,3.11,90.31,4.9,145.3
"1002",46.29,-63.12,1992,11,26,331,1992-11-26,-5.16,-0.55,4.64,87.94,6.36,73.5
"1003",46.29,-63.12,1992,11,27,332,1992-11-27,-1.38,-0.63,4.23,97.25,2.89,107.3
"1004",46.29,-63.12,1992,11,28,333,1992-11-28,-2.64,-0.95,1.11,90.25,6.54,158.6
"1005",46.29,-63.12,1992,11,29,334,1992-11-29,-3.8,-0.58,0.04,83.94,10.15,162.8
"1006",46.29,-63.12,1992,11,30,335,1992-11-30,-4.48,-1.24,0,83.94,5.76,150.6
"1007",46.29,-63.12,1992,12,1,336,1992-12-01,-6.8,-1.12,0.08,84.88,3.45,114.4
"1008",46.29,-63.12,1992,12,2,337,1992-12-02,-4.65,-0.76,2.59,92.62,7.76,106.8
"1009",46.29,-63.12,1992,12,3,338,1992-12-03,-1.86,-0.47,7.96,96.38,10.91,69.5
"1010",46.29,-63.12,1992,12,4,339,1992-12-04,-2.71,-1.29,0.48,88.81,5.85,137.3
"1011",46.29,-63.12,1992,12,5,340,1992-12-05,-3.09,-0.53,0.99,89.69,4.66,158.5
"1012",46.29,-63.12,1992,12,6,341,1992-12-06,-2,-0.7,1.48,92.44,5.59,131
"1013",46.29,-63.12,1992,12,7,342,1992-12-07,-2.41,-1.21,1.78,92.56,4.2,124.7
"1014",46.29,-63.12,1992,12,8,343,1992-12-08,-2.38,-0.41,1.31,93.38,3.85,146.7
"1015",46.29,-63.12,1992,12,9,344,1992-12-09,-1.87,-0.67,1.38,94.44,5.24,162.5
"1016",46.29,-63.12,1992,12,10,345,1992-12-10,-2.21,-1.1,3.3,93.88,10.41,109.8
"1017",46.29,-63.12,1992,12,11,346,1992-12-11,-1.78,-0.59,0.82,93.5,8.4,95.3
"1018",46.29,-63.12,1992,12,12,347,1992-12-12,-2.02,-1.35,0.78,88.25,8.5,112.8
"1019",46.29,-63.12,1992,12,13,348,1992-12-13,-1.6,-1.2,0.22,81.62,7.89,161
"1020",46.29,-63.12,1992,12,14,349,1992-12-14,-1.76,-0.38,0.76,92.38,8.68,136.1
"1021",46.29,-63.12,1992,12,15,350,1992-12-15,-1.38,-0.59,0.1,95.62,8.02,108.2
"1022",46.29,-63.12,1992,12,16,351,1992-12-16,-1.11,-0.58,6.26,95.56,11.47,74.2
"1023",46.29,-63.12,1992,12,17,352,1992-12-17,-1.31,-0.55,8.09,97.5,5.55,133.3
"1024",46.29,-63.12,1992,12,18,353,1992-12-18,-1.27,-0.46,1.58,92.12,5.28,75.9
"1025",46.29,-63.12,1992,12,19,354,1992-12-19,-3.18,-0.91,1.86,92.44,8.05,120.2
"1026",46.29,-63.12,1992,12,20,355,1992-12-20,-3.18,-1.2,0.32,85.25,5.84,135.6
"1027",46.29,-63.12,1992,12,21,356,1992-12-21,-1.36,-0.45,3.36,84.25,8.91,117.4
"1028",46.29,-63.12,1992,12,22,357,1992-12-22,-1.02,-0.17,0.44,88.56,6.34,81.1
"1029",46.29,-63.12,1992,12,23,358,1992-12-23,-1,-0.12,5.2,94.56,8.33,101.1
"1030",46.29,-63.12,1992,12,24,359,1992-12-24,-1.69,0.13,1.49,91,10.02,143.5
"1031",46.29,-63.12,1992,12,25,360,1992-12-25,-1.98,-0.43,0.75,87.06,7.39,120.6
"1032",46.29,-63.12,1992,12,26,361,1992-12-26,-2.98,-1.92,0.32,83.19,3.94,118.8
"1033",46.29,-63.12,1992,12,27,362,1992-12-27,-3.09,-0.14,3.95,89.31,9.57,109.1
"1034",46.29,-63.12,1992,12,28,363,1992-12-28,-0.6,0.5,2.39,94.44,5.3,133.6
"1035",46.29,-63.12,1992,12,29,364,1992-12-29,-0.94,0.32,0.68,87.81,4.51,162.8
"1036",46.29,-63.12,1992,12,30,365,1992-12-30,-1.07,0.13,3.66,91.44,8.29,126
"1037",46.29,-63.12,1992,12,31,366,1992-12-31,-0.12,0.5,7.65,95.88,9.08,65.7
"1038",46.29,-63.12,1993,1,1,1,1993-01-01,-0.86,0.46,10.16,93.31,5.52,67.3
"1039",46.29,-63.12,1993,1,2,2,1993-01-02,-1.38,-0.22,4.56,92.44,7.15,75.5
"1040",46.29,-63.12,1993,1,3,3,1993-01-03,-1.33,-0.58,0.99,89.38,6.11,80.8
"1041",46.29,-63.12,1993,1,4,4,1993-01-04,-0.88,-0.06,0.04,72.94,4.1,151.9
"1042",46.29,-63.12,1993,1,5,5,1993-01-05,-0.92,0.29,0,66.88,3.19,142.2
"1043",46.29,-63.12,1993,1,6,6,1993-01-06,-2.12,-0.11,0.01,66.81,1.56,83.8
"1044",46.29,-63.12,1993,1,7,7,1993-01-07,-2.7,-1.01,0.36,70,1.43,108.3
"1045",46.29,-63.12,1993,1,8,8,1993-01-08,-2.58,-1.6,0.35,80.06,4.23,107.9
"1046",46.29,-63.12,1993,1,9,9,1993-01-09,-1.88,-0.77,0.91,83.38,6.67,97
"1047",46.29,-63.12,1993,1,10,10,1993-01-10,-0.69,0.83,1.8,80.69,11.8,121.9
"1048",46.29,-63.12,1993,1,11,11,1993-01-11,-1.36,0.62,1.52,80.44,4.51,99.9
"1049",46.29,-63.12,1993,1,12,12,1993-01-12,-1.31,0.01,0.59,84.81,6.32,118.5
"1050",46.29,-63.12,1993,1,13,13,1993-01-13,-1.37,0.64,2.76,86.62,8.38,75.6
"1051",46.29,-63.12,1993,1,14,14,1993-01-14,-1.1,0.93,2.47,95.75,7.03,65.7
"1052",46.29,-63.12,1993,1,15,15,1993-01-15,-1.03,0.78,1.07,88.94,6.48,90
"1053",46.29,-63.12,1993,1,16,16,1993-01-16,0.12,1.18,0.75,93.75,8.3,144.1
"1054",46.29,-63.12,1993,1,17,17,1993-01-17,-1.37,0.44,2.17,97,8.1,102.8
"1055",46.29,-63.12,1993,1,18,18,1993-01-18,-1.2,0.51,0.42,92.19,8.58,106.6
"1056",46.29,-63.12,1993,1,19,19,1993-01-19,-1.87,-0.63,0.4,87.12,7.41,117.8
"1057",46.29,-63.12,1993,1,20,20,1993-01-20,-1.46,0.4,1.4,90.31,8.26,81.7
"1058",46.29,-63.12,1993,1,21,21,1993-01-21,-1.5,0.41,0.42,88.19,6.69,101.4
"1059",46.29,-63.12,1993,1,22,22,1993-01-22,-1.52,-0.27,1.08,87.38,4.95,102.9
"1060",46.29,-63.12,1993,1,23,23,1993-01-23,-1.63,0.03,0.88,85.81,3.09,102.2
"1061",46.29,-63.12,1993,1,24,24,1993-01-24,-1.35,0.63,1.69,90.31,5.34,85.9
"1062",46.29,-63.12,1993,1,25,25,1993-01-25,0.07,0.71,0.28,88.25,6.47,108.3
"1063",46.29,-63.12,1993,1,26,26,1993-01-26,-0.92,0.54,0.01,72.44,5.2,113.8
"1064",46.29,-63.12,1993,1,27,27,1993-01-27,0.52,1.05,2.84,93.81,6.48,68.4
"1065",46.29,-63.12,1993,1,28,28,1993-01-28,0.51,1.43,3.5,90.88,9.55,54.4
"1066",46.29,-63.12,1993,1,29,29,1993-01-29,-0.39,1.1,14.3,88.5,9.88,102.4
"1067",46.29,-63.12,1993,1,30,30,1993-01-30,0.76,1.43,8.65,93.5,12.49,48.6
"1068",46.29,-63.12,1993,1,31,31,1993-01-31,1.17,2.17,0.09,88.81,8.75,127.9
"1069",46.29,-63.12,1993,2,1,32,1993-02-01,0.02,0.99,1.05,88.56,6.95,111.9
"1070",46.29,-63.12,1993,2,2,33,1993-02-02,0.36,0.94,7.53,96.19,8.23,60
"1071",46.29,-63.12,1993,2,3,34,1993-02-03,0.37,1.18,1.8,97.44,8.75,111.6
"1072",46.29,-63.12,1993,2,4,35,1993-02-04,-0.72,0.37,0.71,97.38,4.57,87
"1073",46.29,-63.12,1993,2,5,36,1993-02-05,-0.2,0.41,16.21,95.25,14.04,53.2
"1074",46.29,-63.12,1993,2,6,37,1993-02-06,-0.31,0.83,0.68,91.94,5.48,70
"1075",46.29,-63.12,1993,2,7,38,1993-02-07,-0.24,0.85,1.23,93,7.37,78.7
"1076",46.29,-63.12,1993,2,8,39,1993-02-08,-0.25,1.22,9.02,93.12,7.11,94
"1077",46.29,-63.12,1993,2,9,40,1993-02-09,-0.51,1.09,0.9,92.62,4.96,92.4
"1078",46.29,-63.12,1993,2,10,41,1993-02-10,-0.52,0.38,0.76,88.19,4.36,69.9
"1079",46.29,-63.12,1993,2,11,42,1993-02-11,-0.82,0.44,2.96,91.38,7.37,97.3
"1080",46.29,-63.12,1993,2,12,43,1993-02-12,0.67,1.47,1.29,86.19,10.05,97.9
"1081",46.29,-63.12,1993,2,13,44,1993-02-13,0.86,1.73,2.33,96.56,10.7,49.9
"1082",46.29,-63.12,1993,2,14,45,1993-02-14,0.42,2.09,3.51,85.88,11.73,61.3
"1083",46.29,-63.12,1993,2,15,46,1993-02-15,0.3,1.54,4.86,88.94,8.11,65.4
"1084",46.29,-63.12,1993,2,16,47,1993-02-16,0.26,1.3,3.14,92.62,7.55,65.1
"1085",46.29,-63.12,1993,2,17,48,1993-02-17,-0.92,0.62,0.54,83.44,4.86,49.8
"1086",46.29,-63.12,1993,2,18,49,1993-02-18,-0.92,1.34,1.21,85.62,8.16,70.9
"1087",46.29,-63.12,1993,2,19,50,1993-02-19,-0.41,0.95,3.65,82.12,6.53,80.8
"1088",46.29,-63.12,1993,2,20,51,1993-02-20,0.81,1.67,2.99,95.94,7.95,42.6
"1089",46.29,-63.12,1993,2,21,52,1993-02-21,0.51,1.42,2.52,84.19,9.03,76.5
"1090",46.29,-63.12,1993,2,22,53,1993-02-22,-0.37,1.54,0.06,69.62,3.45,89.8
"1091",46.29,-63.12,1993,2,23,54,1993-02-23,-0.62,0.73,0.02,73.12,6.59,91.2
"1092",46.29,-63.12,1993,2,24,55,1993-02-24,-0.72,1.03,0.66,81.69,7.21,79.7
"1093",46.29,-63.12,1993,2,25,56,1993-02-25,-1.2,1.3,1.23,78.56,11.27,77.6
"1094",46.29,-63.12,1993,2,26,57,1993-02-26,0.88,2.33,3.79,92.75,9.29,53
"1095",46.29,-63.12,1993,2,27,58,1993-02-27,1.14,2.3,1.19,91.31,9.69,64.6
"1096",46.29,-63.12,1993,2,28,59,1993-02-28,0.02,1.7,2.11,88.12,12.13,59.9
"1097",46.29,-63.12,1993,3,1,60,1993-03-01,0.83,1.8,7.95,93.88,10.82,62
"1098",46.29,-63.12,1993,3,2,61,1993-03-02,0.28,1.35,3.34,91.06,10.02,63.4
"1099",46.29,-63.12,1993,3,3,62,1993-03-03,0.23,1.35,6.23,86.81,8.41,47.7
"1100",46.29,-63.12,1993,3,4,63,1993-03-04,0.07,1.46,0.31,86,4.33,68.1
"1101",46.29,-63.12,1993,3,5,64,1993-03-05,0.53,1.02,0.29,83.06,5.02,46.1
"1102",46.29,-63.12,1993,3,6,65,1993-03-06,-0.13,1.05,1.04,85.5,3.74,45.3
"1103",46.29,-63.12,1993,3,7,66,1993-03-07,0.02,0.81,0.02,71.69,3.79,60
"1104",46.29,-63.12,1993,3,8,67,1993-03-08,0.08,0.8,1.05,86.38,5.56,41.3
"1105",46.29,-63.12,1993,3,9,68,1993-03-09,0.84,1.24,12.98,94.69,10.95,33.6
"1106",46.29,-63.12,1993,3,10,69,1993-03-10,0.53,1.43,1.25,87.25,5.92,51.4
"1107",46.29,-63.12,1993,3,11,70,1993-03-11,0.44,1.26,0.56,84.12,5.03,57.4
"1108",46.29,-63.12,1993,3,12,71,1993-03-12,-1.06,0.48,5.54,85.94,9.22,40.6
"1109",46.29,-63.12,1993,3,13,72,1993-03-13,0.78,1.87,3.15,95.69,6.81,49.3
"1110",46.29,-63.12,1993,3,14,73,1993-03-14,-0.52,0.9,3.44,81.5,5.32,60.9
"1111",46.29,-63.12,1993,3,15,74,1993-03-15,-0.72,0.73,0.96,80.44,6.72,60.4
"1112",46.29,-63.12,1993,3,16,75,1993-03-16,-0.6,0.78,1.22,80.25,6.35,50.6
"1113",46.29,-63.12,1993,3,17,76,1993-03-17,-1.7,-0.23,1.51,83.88,7.28,49.8
"1114",46.29,-63.12,1993,3,18,77,1993-03-18,-0.6,1.45,0.29,66.25,5.54,53
"1115",46.29,-63.12,1993,3,19,78,1993-03-19,0.66,1.31,4.13,91.12,6.96,35.8
"1116",46.29,-63.12,1993,3,20,79,1993-03-20,-0.24,0.99,1.29,83.5,7.64,39.6
"1117",46.29,-63.12,1993,3,21,80,1993-03-21,-0.42,0.42,1.7,77.31,11.05,41.3
"1118",46.29,-63.12,1993,3,22,81,1993-03-22,-3.65,0.15,8.11,89.38,6.88,31.5
"1119",46.29,-63.12,1993,3,23,82,1993-03-23,-3.38,-1.86,2.56,82,5.86,31.4
"1120",46.29,-63.12,1993,3,24,83,1993-03-24,-3.08,0.1,1.49,79.44,8.5,35.7
"1121",46.29,-63.12,1993,3,25,84,1993-03-25,-1.81,0.07,0.37,77.12,11.77,32
"1122",46.29,-63.12,1993,3,26,85,1993-03-26,-0.7,0.48,7.73,80.94,7.47,33.8
"1123",46.29,-63.12,1993,3,27,86,1993-03-27,0.69,1.39,15.38,96.62,8.61,29
"1124",46.29,-63.12,1993,3,28,87,1993-03-28,0.58,1.51,0.34,84.38,9.74,43
"1125",46.29,-63.12,1993,3,29,88,1993-03-29,0.33,1.33,4.02,91.88,8.74,31.5
"1126",46.29,-63.12,1993,3,30,89,1993-03-30,-0.09,0.98,10.55,92.62,7.69,26.7
"1127",46.29,-63.12,1993,3,31,90,1993-03-31,0.71,1.83,7.57,95.75,10.87,30.1
"1128",46.29,-63.12,1993,4,1,91,1993-04-01,-0.02,1.4,0.11,93.69,8.65,29.3
"1129",46.29,-63.12,1993,4,2,92,1993-04-02,-2.4,0.54,4.4,93.19,9.02,32.4
"1130",46.29,-63.12,1993,4,3,93,1993-04-03,-2.16,-0.17,1.25,82.94,6.8,30
"1131",46.29,-63.12,1993,4,4,94,1993-04-04,-1.81,-0.02,0.62,81.56,6.4,30.3
"1132",46.29,-63.12,1993,4,5,95,1993-04-05,-2.22,-0.92,0.27,82.94,4.64,21.3
"1133",46.29,-63.12,1993,4,6,96,1993-04-06,-1.81,-0.1,0.78,81.62,4.77,27.8
"1134",46.29,-63.12,1993,4,7,97,1993-04-07,-0.79,0.36,16.31,91.06,12.48,20.7
"1135",46.29,-63.12,1993,4,8,98,1993-04-08,-2.99,0.19,5.29,86.5,10.33,20
"1136",46.29,-63.12,1993,4,9,99,1993-04-09,-0.58,1.57,3.96,84.75,6.62,24.6
"1137",46.29,-63.12,1993,4,10,100,1993-04-10,-1.89,-0.4,0.41,85.19,5.88,18.7
"1138",46.29,-63.12,1993,4,11,101,1993-04-11,-2.64,0.33,2.5,84.56,7.92,21
"1139",46.29,-63.12,1993,4,12,102,1993-04-12,-1.03,0.53,9.48,92,5.03,17.5
"1140",46.29,-63.12,1993,4,13,103,1993-04-13,-1.54,0.78,3.03,88.25,10.41,16.7
"1141",46.29,-63.12,1993,4,14,104,1993-04-14,-0.2,0.61,3.61,95.88,8.16,16.2
"1142",46.29,-63.12,1993,4,15,105,1993-04-15,-0.53,0.23,7.17,94.88,4.32,15.3
"1143",46.29,-63.12,1993,4,16,106,1993-04-16,-1.89,0.57,6.71,92.56,7.2,15
"1144",46.29,-63.12,1993,4,17,107,1993-04-17,-0.32,0.66,3.78,88.56,13.84,14.4
"1145",46.29,-63.12,1993,4,18,108,1993-04-18,-2.52,-0.53,2.48,81,11.49,13.7
"1146",46.29,-63.12,1993,4,19,109,1993-04-19,-1.23,0.47,5.34,89.69,10.05,17.3
"1147",46.29,-63.12,1993,4,20,110,1993-04-20,-1.06,0.69,1.61,88,10.16,13.4
"1148",46.29,-63.12,1993,4,21,111,1993-04-21,-1.69,0.6,0.93,81.69,9.71,15.2
"1149",46.29,-63.12,1993,4,22,112,1993-04-22,-1.93,-0.37,0.93,72.88,12.7,15.3
"1150",46.29,-63.12,1993,4,23,113,1993-04-23,-1.03,0.06,5.71,88.69,8.35,11.2
"1151",46.29,-63.12,1993,4,24,114,1993-04-24,-3.38,0.37,9.62,84.81,19.28,10.7
"1152",46.29,-63.12,1993,4,25,115,1993-04-25,-5,-2.16,2.26,81.12,10.11,10
"1153",46.29,-63.12,1993,4,26,116,1993-04-26,-3.79,-1.68,1.8,74.88,10.64,9.8
"1154",46.29,-63.12,1993,4,27,117,1993-04-27,-3.36,-1.31,1.08,81.69,5.86,9.5
"1155",46.29,-63.12,1993,4,28,118,1993-04-28,-4.35,-2.67,5.49,89.12,8.91,8.8
"1156",46.29,-63.12,1993,4,29,119,1993-04-29,-6.24,-3.67,1.81,83.62,11.3,8.3
"1157",46.29,-63.12,1993,4,30,120,1993-04-30,-5.43,-2.45,1.09,71.75,7.33,7.9
"1158",46.29,-63.12,1993,5,1,121,1993-05-01,-6.39,-4.2,1.16,78.19,7.13,8.2
"1159",46.29,-63.12,1993,5,2,122,1993-05-02,-6.27,-3.74,2.22,84,4.5,7.5
"1160",46.29,-63.12,1993,5,3,123,1993-05-03,-4.81,-2.52,3.01,82.94,8.67,7.2
"1161",46.29,-63.12,1993,5,4,124,1993-05-04,-4.59,-0.87,6.11,88.69,8.02,7.7
"1162",46.29,-63.12,1993,5,5,125,1993-05-05,-4.47,-0.54,1.06,82.88,8.87,6.8
"1163",46.29,-63.12,1993,5,6,126,1993-05-06,-5.05,-1.83,0.72,75.62,6.86,6.1
"1164",46.29,-63.12,1993,5,7,127,1993-05-07,-2.37,-0.95,5.21,86.06,13.42,5.8
"1165",46.29,-63.12,1993,5,8,128,1993-05-08,-4.57,-0.34,14.94,88.38,18.83,5.6
"1166",46.29,-63.12,1993,5,9,129,1993-05-09,-3.49,-0.81,0.35,74.75,6.66,5.1
"1167",46.29,-63.12,1993,5,10,130,1993-05-10,-4.46,-2.51,0.63,82.56,3.34,5.3
"1168",46.29,-63.12,1993,5,11,131,1993-05-11,-4.35,-3.22,0.28,77.19,3.34,6.3
"1169",46.29,-63.12,1993,5,12,132,1993-05-12,-4.82,-1.83,2.29,81.12,11.92,4.5
"1170",46.29,-63.12,1993,5,13,133,1993-05-13,-4.55,-2.27,0.36,70.62,11.57,4.2
"1171",46.29,-63.12,1993,5,14,134,1993-05-14,-2.77,-0.1,8.46,92.94,9.28,4.1
"1172",46.29,-63.12,1993,5,15,135,1993-05-15,-1.06,-0.2,3.01,95.06,8.02,4.1
"1173",46.29,-63.12,1993,5,16,136,1993-05-16,-3.38,-0.32,4.15,94.19,6.62,3.9
"1174",46.29,-63.12,1993,5,17,137,1993-05-17,-5.72,-3.74,1.35,86.69,9.07,3.4
"1175",46.29,-63.12,1993,5,18,138,1993-05-18,-4.56,-0.82,7.37,91.19,12.45,3.3
"1176",46.29,-63.12,1993,5,19,139,1993-05-19,-4.49,-0.84,4.62,94.5,4.13,3.7
"1177",46.29,-63.12,1993,5,20,140,1993-05-20,-4.75,-3.78,1.54,74.12,5.82,2.9
"1178",46.29,-63.12,1993,5,21,141,1993-05-21,-3.68,-2.38,1.09,77.44,8.87,3.3
"1179",46.29,-63.12,1993,5,22,142,1993-05-22,-4.29,-2.74,0.76,72.75,9.21,2.6
"1180",46.29,-63.12,1993,5,23,143,1993-05-23,-7.93,-2.5,2.7,79,8.56,2.5
"1181",46.29,-63.12,1993,5,24,144,1993-05-24,-6.68,-2.63,0.34,75,5.79,2.4
"1182",46.29,-63.12,1993,5,25,145,1993-05-25,-5.14,-2.42,0.74,85.75,4.88,2.3
"1183",46.29,-63.12,1993,5,26,146,1993-05-26,-5.92,-2.94,1.71,79.94,6.59,2.8
"1184",46.29,-63.12,1993,5,27,147,1993-05-27,-2.7,-0.77,16.99,90,16.62,2.3
"1185",46.29,-63.12,1993,5,28,148,1993-05-28,-3.31,-0.73,5.73,92.31,8.03,1.9
"1186",46.29,-63.12,1993,5,29,149,1993-05-29,-4.05,-1.56,3.41,88.31,6.52,1.8
"1187",46.29,-63.12,1993,5,30,150,1993-05-30,-4.31,-1.5,0.83,85.44,3.02,1.7
"1188",46.29,-63.12,1993,5,31,151,1993-05-31,-4.13,-3.13,1.04,84.19,6.8,2.1
"1189",46.29,-63.12,1993,6,1,152,1993-06-01,-4.96,-4.22,0.69,80.25,8.79,1.5
"1190",46.29,-63.12,1993,6,2,153,1993-06-02,-6.56,-4.92,1.54,82.94,12.07,1.4
"1191",46.29,-63.12,1993,6,3,154,1993-06-03,-8.16,-5.68,0.89,78.94,7.27,1.3
"1192",46.29,-63.12,1993,6,4,155,1993-06-04,-7.64,-5.15,4.51,76.88,5.98,1.3
"1193",46.29,-63.12,1993,6,5,156,1993-06-05,-9.56,-7.34,0.53,81.44,6.92,1.4
"1194",46.29,-63.12,1993,6,6,157,1993-06-06,-9.73,-5.18,1.4,82.5,7.48,1.1
"1195",46.29,-63.12,1993,6,7,158,1993-06-07,-11.52,-7.54,2.33,93,14.55,1.1
"1196",46.29,-63.12,1993,6,8,159,1993-06-08,-10.35,-7.02,1.4,83.19,13.15,1.1
"1197",46.29,-63.12,1993,6,9,160,1993-06-09,-12.51,-8.9,0.01,93.5,9.05,1.4
"1198",46.29,-63.12,1993,6,10,161,1993-06-10,-12.24,-2.04,4.1,98.12,6.77,1.7
"1199",46.29,-63.12,1993,6,11,162,1993-06-11,-3.82,-2.27,4.71,94.31,5.69,1
"1200",46.29,-63.12,1993,6,12,163,1993-06-12,-3.56,-0.96,6.49,95,7.09,1
"1201",46.29,-63.12,1993,6,13,164,1993-06-13,-4.74,-0.92,4.25,89.69,8.58,1
