"","Year","Month","Day","Max.Temp..Â.C.","Min.Temp..Â.C.","Total.Precip..mm."
"9417",1996,10,12,12,-2.5,0
"9418",1996,10,13,11,2,0
"9419",1996,10,14,12,3,24
"9420",1996,10,15,2.5,-0.5,0
"9421",1996,10,16,7,-2,0
"9422",1996,10,17,7,-1.5,0
"9423",1996,10,18,6.5,4,0
"9424",1996,10,19,7.5,-2.5,0
"9425",1996,10,20,9,-4,0
"9426",1996,10,21,10,-1.5,0
"9427",1996,10,22,12,-2.5,7
"9428",1996,10,23,11.5,1,4
"9429",1996,10,24,11,2,3.2
"9430",1996,10,25,14,8.5,0
"9431",1996,10,26,8,6,0
"9432",1996,10,27,8.5,6,2
"9433",1996,10,28,7.5,5.5,24.4
"9434",1996,10,29,8.5,5.5,11.2
"9435",1996,10,30,7,5,2.2
"9436",1996,10,31,8,4,1.6
"9437",1996,11,1,5.5,2,0
"9438",1996,11,2,8.5,-4.5,4
"9439",1996,11,3,3,-2.5,12
"9440",1996,11,4,4.5,-2.5,1.2
"9441",1996,11,5,6,-2.5,0
"9442",1996,11,6,6.5,-1,0
"9443",1996,11,7,10,-1.5,0
"9444",1996,11,8,15.5,5.5,0
"9445",1996,11,9,19,12,0
"9446",1996,11,10,16.5,13.5,8.4
"9447",1996,11,11,11.5,7.5,0
"9448",1996,11,12,5,0,0
"9449",1996,11,13,3,-4,0
"9450",1996,11,14,0.5,-6,0
"9451",1996,11,15,0.5,-8.5,0
"9452",1996,11,16,3.5,-1.5,0
"9453",1996,11,17,6.5,1.5,1.2
"9454",1996,11,18,5.5,3.5,1.8
"9455",1996,11,19,5.5,4,1.8
"9456",1996,11,20,5.5,3,22.2
"9457",1996,11,21,4.5,3,3
"9458",1996,11,22,2,0.5,9
"9459",1996,11,23,3.5,0,14
"9460",1996,11,24,-2,-5,1
"9461",1996,11,25,-0.5,-8,1
"9462",1996,11,26,0.5,-4,15
"9463",1996,11,27,-1,-2,0
"9464",1996,11,28,-1,-4,0
"9465",1996,11,29,-0.5,-2.5,2
"9466",1996,11,30,0.5,-5,0
"9467",1996,12,1,4,-12,2
"9468",1996,12,2,10.5,2,0
"9469",1996,12,3,6,1.5,0
"9470",1996,12,4,4.5,-3,1
"9471",1996,12,5,0,-1,2
"9472",1996,12,6,1,-2,1
"9473",1996,12,7,3,0,0
"9474",1996,12,8,9,1,20.2
"9475",1996,12,9,3.5,1,10.6
"9476",1996,12,10,2,-3.5,6
"9477",1996,12,11,1,-6,0
"9478",1996,12,12,2,-8.5,1
"9479",1996,12,13,3.5,0.5,3
"9480",1996,12,14,4,2,0
"9481",1996,12,15,2,-0.5,0
"9482",1996,12,16,3,-1,0
"9483",1996,12,17,12,-1,6.6
"9484",1996,12,18,11,5,0
"9485",1996,12,19,14,6.5,26
"9486",1996,12,20,13,-0.5,0
"9487",1996,12,21,-3,-7.5,0
"9488",1996,12,22,3,-8.5,1
"9489",1996,12,23,0,-4,0
"9490",1996,12,24,13,-2.5,12.4
"9491",1996,12,25,9.5,-1,6.4
"9492",1996,12,26,-6,-11,2
"9493",1996,12,27,-1,-9.5,8
"9494",1996,12,28,1,-10.5,7
"9495",1996,12,29,6.5,-5,13.2
"9496",1996,12,30,0,-10,0
"9497",1996,12,31,-15,-19,0
"9498",1997,1,1,-10,-17,0
"9499",1997,1,2,-8,-14,6
"9500",1997,1,3,-4,-11,3
"9501",1997,1,4,-4,-11,1
"9502",1997,1,5,-1,-13.5,6
"9503",1997,1,6,0,-5.5,2
"9504",1997,1,7,-3,-6.5,3
"9505",1997,1,8,-4,-11,0
"9506",1997,1,9,0,-5,0
"9507",1997,1,10,3,-5,7
"9508",1997,1,11,1.5,-1.5,5
"9509",1997,1,12,-5,-9,0
"9510",1997,1,13,-1.5,-15.5,0
"9511",1997,1,14,-3.5,-7,0
"9512",1997,1,15,-0.5,-11,0
"9513",1997,1,16,9.5,-12.5,8.8
"9514",1997,1,17,-1,-13,0
"9515",1997,1,18,-9,-19,3
"9516",1997,1,19,-8,-18,2
"9517",1997,1,20,-2,-17.5,5
"9518",1997,1,21,-5,-9,4
"9519",1997,1,22,7,-17.5,2.2
"9520",1997,1,23,8,-5,3
"9521",1997,1,24,-4,-14.5,0
"9522",1997,1,25,9.5,-11,16.4
"9523",1997,1,26,1.5,-5,0
"9524",1997,1,27,-10,-16.5,0
"9525",1997,1,28,3.5,-15,12
"9526",1997,1,29,-11,-13,0
"9527",1997,1,30,-15,-18,0
"9528",1997,1,31,-3,-24,5
"9529",1997,2,1,0.5,-7,4
"9530",1997,2,2,1,-1,0
"9531",1997,2,3,-3,-12,0
"9532",1997,2,4,-9.5,-12,0
"9533",1997,2,5,5.5,-20,24.8
"9534",1997,2,6,-1,-4,0
"9535",1997,2,7,-2,-9.5,0
"9536",1997,2,8,-12,-18,0
"9537",1997,2,9,-7,-24.5,0
"9538",1997,2,10,-3,-15.5,0
"9539",1997,2,11,-12,-14.5,0
"9540",1997,2,12,-3,-21,7
"9541",1997,2,13,-5.5,-11,0
"9542",1997,2,14,5,-21.5,9
"9543",1997,2,15,2.5,-4,1
"9544",1997,2,16,-5,-12.5,1
"9545",1997,2,17,-9,-19.5,0
"9546",1997,2,18,4,-24,1
"9547",1997,2,19,3,-2.5,10
"9548",1997,2,20,-5,-12,3
"9549",1997,2,21,2,-19,5.4
"9550",1997,2,22,-2,-9,2
"9551",1997,2,23,-7.5,-11.5,0
"9552",1997,2,24,-7,-16.5,0
"9553",1997,2,25,-13,-17,0
"9554",1997,2,26,1,-20,2
"9555",1997,2,27,3.5,-2,5
"9556",1997,2,28,-5,-7,0
"9557",1997,3,1,4,-20.5,0
"9558",1997,3,2,6,-2,4.6
"9559",1997,3,3,-5,-7,0
"9560",1997,3,4,-5.5,-15,0
"9561",1997,3,5,0,-13,1
"9562",1997,3,6,2,-5.5,22
"9563",1997,3,7,-5,-8,0
"9564",1997,3,8,-8.5,-15,0
"9565",1997,3,9,-12,-24,0
"9566",1997,3,10,-6,-26.5,1
"9567",1997,3,11,-0.5,-8,0
"9568",1997,3,12,-4,-9,1
"9569",1997,3,13,-5.5,-13,0
"9570",1997,3,14,-1,-10,1
"9571",1997,3,15,3,-7,16.6
"9572",1997,3,16,-6,-10,0
"9573",1997,3,17,-4,-12.5,2.5
"9574",1997,3,18,-3,-10,1
"9575",1997,3,19,-1,-7,0
"9576",1997,3,20,2,-14.5,0
"9577",1997,3,21,1.5,-3,2
"9578",1997,3,22,-1.5,-14.5,7
"9579",1997,3,23,-3.5,-8,0
"9580",1997,3,24,-3,-10,0
"9581",1997,3,25,0.5,-7,2
"9582",1997,3,26,6,-6.5,4.5
"9583",1997,3,27,3.5,-2,0
"9584",1997,3,28,3,-8,0
"9585",1997,3,29,7.5,-4,1
"9586",1997,3,30,6,-0.5,19.8
"9587",1997,3,31,-2,-5.5,0
"9588",1997,4,1,-2,-4,25
"9589",1997,4,2,-2,-4,10
"9590",1997,4,3,-2,-5,1
"9591",1997,4,4,0,-6,0
"9592",1997,4,5,6,-12,0
"9593",1997,4,6,8,-5.5,2.6
"9594",1997,4,7,9.5,2,2.4
"9595",1997,4,8,6,3.5,0
"9596",1997,4,9,3,-3,1
"9597",1997,4,10,-1,-3.5,0
"9598",1997,4,11,1,-5,0
"9599",1997,4,12,5,-4,0
"9600",1997,4,13,1,-4,7.4
"9601",1997,4,14,-0.5,-1,2
"9602",1997,4,15,4,-1.5,0
"9603",1997,4,16,9.5,0,0
"9604",1997,4,17,5.5,-0.5,0
"9605",1997,4,18,1.5,-5.5,0
"9606",1997,4,19,1,-2,3
"9607",1997,4,20,3,-0.5,1
"9608",1997,4,21,6,0,0.6
"9609",1997,4,22,9,1,0
"9610",1997,4,23,4,-2,0
"9611",1997,4,24,6,-1.5,0
"9612",1997,4,25,6,-0.5,0
"9613",1997,4,26,6.5,-5,0
"9614",1997,4,27,5,-3,0
"9615",1997,4,28,11,-1,7
"9616",1997,4,29,2.5,0,5.6
"9617",1997,4,30,11.5,0,0
"9618",1997,5,1,18,2,0
"9619",1997,5,2,13,10,5.4
"9620",1997,5,3,11,2,6.8
"9621",1997,5,4,12,4.5,5.4
"9622",1997,5,5,11,3,0
"9623",1997,5,6,15,2,0
"9624",1997,5,7,9,2,8.2
"9625",1997,5,8,7,3,3.8
"9626",1997,5,9,9,0,1
"9627",1997,5,10,6.5,1,10.6
"9628",1997,5,11,12.5,1,0
"9629",1997,5,12,18,5.5,0
"9630",1997,5,13,19,8.5,4.4
"9631",1997,5,14,14,9.5,4.8
"9632",1997,5,15,19.5,7,3
"9633",1997,5,16,16,10,16.6
"9634",1997,5,17,15.5,6,0
"9635",1997,5,18,15,7,0
"9636",1997,5,19,14.5,5.5,0
"9637",1997,5,20,9.5,0.5,3.6
"9638",1997,5,21,14,4.5,1.6
"9639",1997,5,22,7,5,1
"9640",1997,5,23,7,4.5,1
"9641",1997,5,24,7,3.5,0
"9642",1997,5,25,11,0,24
"9643",1997,5,26,6.5,3,2
"9644",1997,5,27,14,1.5,0
"9645",1997,5,28,21,-0.5,0
"9646",1997,5,29,13,2.5,0
"9647",1997,5,30,20.5,5.5,3
"9648",1997,5,31,19,9,1.2
"9649",1997,6,1,13,8,0
"9650",1997,6,2,11,0,0
"9651",1997,6,3,10,5,0
"9652",1997,6,4,9,-0.5,0
"9653",1997,6,5,9,5,2
"9654",1997,6,6,8,6,1
"9655",1997,6,7,12.5,5,0
"9656",1997,6,8,16,-1,0
"9657",1997,6,9,25.5,4.5,0
"9658",1997,6,10,21.5,12.5,7.3
"9659",1997,6,11,16,11,0
"9660",1997,6,12,16,2.5,1
"9661",1997,6,13,19,10.5,4.2
"9662",1997,6,14,24,14.5,8.2
"9663",1997,6,15,18,9.5,0
"9664",1997,6,16,23,7,0
"9665",1997,6,17,18,11,21.6
"9666",1997,6,18,22,15,0.6
"9667",1997,6,19,20,17,3
"9668",1997,6,20,18,13.5,0
"9669",1997,6,21,25,14.5,0
"9670",1997,6,22,20,16.5,38
"9671",1997,6,23,19.5,11.5,8.2
"9672",1997,6,24,21.5,7.5,1.6
"9673",1997,6,25,17.5,9,5.2
"9674",1997,6,26,15,12,1.4
"9675",1997,6,27,16,12.5,12.8
"9676",1997,6,28,17,9,0
"9677",1997,6,29,29,9,1.4
"9678",1997,6,30,23.5,14,0
"9679",1997,7,1,29,15.5,0
"9680",1997,7,2,28,18,0
"9681",1997,7,3,27,17,1.4
"9682",1997,7,4,24,18,6.6
"9683",1997,7,5,24,16,0.6
"9684",1997,7,6,25,11,0
"9685",1997,7,7,28.5,16,0
"9686",1997,7,8,27,14.5,0
"9687",1997,7,9,24,16,1.2
"9688",1997,7,10,23,15,21
"9689",1997,7,11,25,11,0
"9690",1997,7,12,22.5,16,0
"9691",1997,7,13,23,12.5,0
"9692",1997,7,14,24,14.5,0
"9693",1997,7,15,16,10.5,0
"9694",1997,7,16,20.5,5,3
"9695",1997,7,17,28.5,14,2.6
"9696",1997,7,18,29,17,6
"9697",1997,7,19,22,16,24
"9698",1997,7,20,17,13,1.2
"9699",1997,7,21,24,11,0
"9700",1997,7,22,20,13.5,0
"9701",1997,7,23,19,11,0
"9702",1997,7,24,25.5,7.5,0
"9703",1997,7,25,24.5,11.5,0
"9704",1997,7,26,29,14,0
"9705",1997,7,27,21,17,0
"9706",1997,7,28,25,17,4.4
"9707",1997,7,29,20.5,16,1.2
"9708",1997,7,30,21,12,0
"9709",1997,7,31,28,14,0
"9710",1997,8,1,28,15,0
"9711",1997,8,2,27,17,0.6
"9712",1997,8,3,23,17,0
"9713",1997,8,4,19.5,11,1
"9714",1997,8,5,16.5,12.5,16
"9715",1997,8,6,19,14,0
"9716",1997,8,7,24.5,12,0
"9717",1997,8,8,21,12.5,0
"9718",1997,8,9,21.5,11,6
"9719",1997,8,10,22.5,16,0
"9720",1997,8,11,29.5,18,0
"9721",1997,8,12,21,18,0
"9722",1997,8,13,20,7,2
"9723",1997,8,14,17,12,6.8
"9724",1997,8,15,19,14,0
"9725",1997,8,16,19.5,11,7.6
"9726",1997,8,17,26,15.5,4.8
"9727",1997,8,18,20,12,7.2
"9728",1997,8,19,17,13,1.8
"9729",1997,8,20,18,10,0
"9730",1997,8,21,19,5,0
"9731",1997,8,22,19.5,14,4.8
"9732",1997,8,23,22.5,14.5,3.2
"9733",1997,8,24,23,14.5,0
"9734",1997,8,25,24.5,13.5,0
"9735",1997,8,26,23,10.5,0
"9736",1997,8,27,23,10.5,0
"9737",1997,8,28,24,11,0
"9738",1997,8,29,24,14,2.6
"9739",1997,8,30,18,15.5,3.8
"9740",1997,8,31,20.5,13,0.4
"9741",1997,9,1,22.5,12,0
"9742",1997,9,2,23,14,0
"9743",1997,9,3,21.5,15,13.6
"9744",1997,9,4,17,7,0
"9745",1997,9,5,19,7,0
"9746",1997,9,6,25,11,0
"9747",1997,9,7,23,14.5,7
"9748",1997,9,8,17,15.5,0.6
"9749",1997,9,9,17,14.5,0
"9750",1997,9,10,17,14.5,1
"9751",1997,9,11,16,14,0
"9752",1997,9,12,21,13,0.6
"9753",1997,9,13,19,16,0
"9754",1997,9,14,21,14.5,4.2
"9755",1997,9,15,24.5,15,0
"9756",1997,9,16,19.5,11.5,2.4
"9757",1997,9,17,15,11.5,0
"9758",1997,9,18,17,6.5,0
"9759",1997,9,19,24,13.5,0
"9760",1997,9,20,17,15,36.2
"9761",1997,9,21,13,9,1
"9762",1997,9,22,14,6,0
"9763",1997,9,23,15,8,11
"9764",1997,9,24,11,6,0
"9765",1997,9,25,14,1,0
"9766",1997,9,26,19,8,7
"9767",1997,9,27,12,8.5,0
"9768",1997,9,28,18,1.5,0
"9769",1997,9,29,19,9,2.8
"9770",1997,9,30,22,12,10.4
"9771",1997,10,1,15,10,0
"9772",1997,10,2,11.5,5,1.4
"9773",1997,10,3,10,5.5,0
"9774",1997,10,4,15,0,0
"9775",1997,10,5,16,10,4.6
"9776",1997,10,6,18,11,1.6
"9777",1997,10,7,13,10,0
"9778",1997,10,8,8.5,7.5,0
"9779",1997,10,9,10.5,6,0
"9780",1997,10,10,15.5,7,0
"9781",1997,10,11,10,7,0
"9782",1997,10,12,8,5,0
"9783",1997,10,13,9,5,0
"9784",1997,10,14,9.5,5,0
"9785",1997,10,15,11.5,5,0
"9786",1997,10,16,13,6,0
"9787",1997,10,17,10.5,8,1
"9788",1997,10,18,10,6,0
"9789",1997,10,19,12,1,0
"9790",1997,10,20,10,-0.5,0
"9791",1997,10,21,9,5,0
"9792",1997,10,22,7,-1,1
"9793",1997,10,23,5.5,0,0
"9794",1997,10,24,5.5,-2.5,0
"9795",1997,10,25,8,-3.5,0
"9796",1997,10,26,6,-2,0
"9797",1997,10,27,7.5,-3,22
"9798",1997,10,28,10.5,0.5,11.6
"9799",1997,10,29,4,1.5,0
"9800",1997,10,30,8.5,2,0
"9801",1997,10,31,9,-2,0
"9802",1997,11,1,12.5,0,0
"9803",1997,11,2,17,5,11.6
"9804",1997,11,3,18,12.5,0
"9805",1997,11,4,11,5,16
"9806",1997,11,5,13,8,0
"9807",1997,11,6,8,3.5,0
"9808",1997,11,7,6,-2.5,0
"9809",1997,11,8,8,-3,7
"9810",1997,11,9,8.5,5,12
"9811",1997,11,10,12.5,5,8.8
"9812",1997,11,11,6,5,2
"9813",1997,11,12,1,0,0
"9814",1997,11,13,1,-4,0
"9815",1997,11,14,3,-2.5,1.6
"9816",1997,11,15,3,1,4.6
"9817",1997,11,16,1,-2,3
"9818",1997,11,17,-1,-6,0
"9819",1997,11,18,-0.5,-5,0
"9820",1997,11,19,4,-11,0
"9821",1997,11,20,5,-1,1
"9822",1997,11,21,4.5,-2,10.2
"9823",1997,11,22,2,-0.5,2
"9824",1997,11,23,-0.5,-2,0
"9825",1997,11,24,3,-4,4
"9826",1997,11,25,-0.5,-4.5,6
"9827",1997,11,26,3.5,-8,2
"9828",1997,11,27,1,0,16
"9829",1997,11,28,-1.5,-4,0
"9830",1997,11,29,-1,-5.5,0
"9831",1997,11,30,1,-3.5,0
"9832",1997,12,1,2,-6,22
"9833",1997,12,2,4,0,34
"9834",1997,12,3,3.5,1.5,3.6
"9835",1997,12,4,1,-2,0
"9836",1997,12,5,3.5,-1,0
"9837",1997,12,6,2.5,0,6.4
"9838",1997,12,7,1.5,-1,7
"9839",1997,12,8,2.5,-1,5
"9840",1997,12,9,1,-1,0
"9841",1997,12,10,-2.5,-7,1
"9842",1997,12,11,-1,-10,0
"9843",1997,12,12,2,-7,0
"9844",1997,12,13,1,-4,0
"9845",1997,12,14,2,-3,4
"9846",1997,12,15,-12,-15,1
"9847",1997,12,16,2,-18.5,0
"9848",1997,12,17,4,-6.5,0
"9849",1997,12,18,0,-5,0
"9850",1997,12,19,3,-10,1.5
"9851",1997,12,20,-4,-8.5,9
"9852",1997,12,21,-7,-11,11
"9853",1997,12,22,-7,-11.5,4
"9854",1997,12,23,-7,-10.5,0
"9855",1997,12,24,-0.5,-13,0
"9856",1997,12,25,0.5,-14,4.2
"9857",1997,12,26,1,-8,0
"9858",1997,12,27,0.5,-2,2
"9859",1997,12,28,-4,-6.5,3
"9860",1997,12,29,3,-15,9
"9861",1997,12,30,8.5,-7,8.2
"9862",1997,12,31,-1,-6,0
"9863",1998,1,1,-9,-17,2.5
"9864",1998,1,2,0.5,-17,1
"9865",1998,1,3,6.5,-13,0
"9866",1998,1,4,6.5,-6,0
"9867",1998,1,5,-2,-15,11.5
"9868",1998,1,6,-3,-5,10
"9869",1998,1,7,-5,-11.5,5
"9870",1998,1,8,-0.5,-10.5,23
"9871",1998,1,9,0,-3.5,8.5
"9872",1998,1,10,1,-2,1
"9873",1998,1,11,2,-3,0
"9874",1998,1,12,-4,-11,0
"9875",1998,1,13,1.5,-14.5,0
"9876",1998,1,14,-8,-14,0
"9877",1998,1,15,-8,-17,0
"9878",1998,1,16,-2,-10.5,0
"9879",1998,1,17,-1,-8.5,0
"9880",1998,1,18,1,-2,0
"9881",1998,1,19,0,-1.5,0
"9882",1998,1,20,0.5,-2,0
"9883",1998,1,21,-1,-4,0
"9884",1998,1,22,-11.5,-14.5,0
"9885",1998,1,23,-8,-18.5,2
"9886",1998,1,24,9,-18,32
"9887",1998,1,25,7.5,-1,12.2
"9888",1998,1,26,-10,-11.5,0
"9889",1998,1,27,-10,-18.5,0
"9890",1998,1,28,-1.5,-16.5,0
"9891",1998,1,29,-1,-12.5,19
"9892",1998,1,30,-1,-2.5,8
"9893",1998,1,31,1.5,-2.5,0
"9894",1998,2,1,-1.5,-5.5,0
"9895",1998,2,2,-3,-12.5,0
"9896",1998,2,3,3,-8.5,0
"9897",1998,2,4,-5,-9,0
"9898",1998,2,5,-5,-20,0
"9899",1998,2,6,-5,-11.5,0
"9900",1998,2,7,-6,-13.5,0
"9901",1998,2,8,-8,-21,0
"9902",1998,2,9,-6.5,-17,0
"9903",1998,2,10,-5,-13,0
"9904",1998,2,11,2.5,-13,0
"9905",1998,2,12,3.5,0,8.4
"9906",1998,2,13,3,2,0
"9907",1998,2,14,-8.5,-11.5,8
"9908",1998,2,15,-9,-14,3
"9909",1998,2,16,-5.5,-15,0
"9910",1998,2,17,-1,-14,0
"9911",1998,2,18,-2,-15,0
"9912",1998,2,19,3.5,-3.5,20
"9913",1998,2,20,2,1,0
"9914",1998,2,21,1,-3,3
"9915",1998,2,22,1,-3.5,0
"9916",1998,2,23,1.5,-7,0
"9917",1998,2,24,2,-10.5,9.2
"9918",1998,2,25,4,-1,17.6
"9919",1998,2,26,2,1,8.2
"9920",1998,2,27,2,1,3.4
"9921",1998,2,28,4,0.5,3
"9922",1998,3,1,4,0.5,4.6
"9923",1998,3,2,4,1.5,1.4
"9924",1998,3,3,0,-0.5,19
"9925",1998,3,4,-1,-2.5,4
"9926",1998,3,5,0.5,-5,0
"9927",1998,3,6,-1.5,-7,3
"9928",1998,3,7,0.5,-5,2
"9929",1998,3,8,1,-5,0
"9930",1998,3,9,11,-5,19.2
"9931",1998,3,10,12,3.5,3.4
"9932",1998,3,11,4.5,-2.5,0
"9933",1998,3,12,-4,-10.5,0
"9934",1998,3,13,-5,-14,0
"9935",1998,3,14,1,-14.5,4
"9936",1998,3,15,1,-4,2
"9937",1998,3,16,-4.5,-8,0
"9938",1998,3,17,-3,-17,0
"9939",1998,3,18,4,-12,0
"9940",1998,3,19,0,-11,3
"9941",1998,3,20,-1.5,-4,2
"9942",1998,3,21,-2,-6,0
"9943",1998,3,22,-0.5,-5,9
"9944",1998,3,23,2,-3,0
"9945",1998,3,24,3,-5,0
"9946",1998,3,25,1.5,-7,0
"9947",1998,3,26,6,-5,11.8
"9948",1998,3,27,11.5,2.5,3
"9949",1998,3,28,10.5,2.5,0
"9950",1998,3,29,14,3,1.4
"9951",1998,3,30,12,1,2.2
"9952",1998,3,31,4,0.5,0
"9953",1998,4,1,2.5,-0.5,28
"9954",1998,4,2,1,-1,8
"9955",1998,4,3,1,-1,17.4
"9956",1998,4,4,0,-2,6
"9957",1998,4,5,1,-1,0.8
"9958",1998,4,6,2,-2,4.6
"9959",1998,4,7,7,0,0.6
"9960",1998,4,8,5.5,2,0
"9961",1998,4,9,11,-2,0
"9962",1998,4,10,0.5,-2,1
"9963",1998,4,11,4.5,-2,0
"9964",1998,4,12,12,-4.5,0
"9965",1998,4,13,4,0.5,0
"9966",1998,4,14,1.5,-0.5,9
"9967",1998,4,15,9,0,1.5
"9968",1998,4,16,11,-2,0
"9969",1998,4,17,14,-0.5,18.8
"9970",1998,4,18,14,10,0
"9971",1998,4,19,15.5,7,2.4
"9972",1998,4,20,6,2,24.6
"9973",1998,4,21,7.5,0,3.6
"9974",1998,4,22,15.5,1,0
"9975",1998,4,23,7,-4,0
"9976",1998,4,24,7.5,1,10.8
"9977",1998,4,25,9.5,1.5,0.6
"9978",1998,4,26,6,1.5,0.6
"9979",1998,4,27,9,-1.5,2.8
"9980",1998,4,28,4,0.5,1
"9981",1998,4,29,19.5,-2,0
"9982",1998,4,30,17,4,0
"9983",1998,5,1,25,4,0
"9984",1998,5,2,15.5,7,6
"9985",1998,5,3,19,11,1.6
"9986",1998,5,4,22.5,12.5,0
"9987",1998,5,5,23,10,0
"9988",1998,5,6,21,10,0
"9989",1998,5,7,20.5,11,3
"9990",1998,5,8,18.5,12,0.6
"9991",1998,5,9,9,7,0
"9992",1998,5,10,9.5,4.5,0
"9993",1998,5,11,9.5,3.5,0
"9994",1998,5,12,9.5,-1,0
"9995",1998,5,13,16.5,-1.5,0
"9996",1998,5,14,24,5,0
"9997",1998,5,15,24,8,0
"9998",1998,5,16,8,4,0
"9999",1998,5,17,9,2.5,0
"10000",1998,5,18,19,2,10.8
"10001",1998,5,19,12.5,5.5,0.8
"10002",1998,5,20,22,0,0
"10003",1998,5,21,22,10,1
"10004",1998,5,22,15,9,10.2
"10005",1998,5,23,12.5,8,3.8
"10006",1998,5,24,12,8.5,3.2
"10007",1998,5,25,16,8,0
"10008",1998,5,26,17.5,9,3.8
"10009",1998,5,27,17,8.5,0
"10010",1998,5,28,19,2,0
"10011",1998,5,29,25,8,4.6
"10012",1998,5,30,23,13,0
"10013",1998,5,31,14,5.5,17.4
"10014",1998,6,1,19,10.5,4
"10015",1998,6,2,18,9.5,0
"10016",1998,6,3,17.5,7.5,9.2
"10017",1998,6,4,9,7,24.8
"10018",1998,6,5,12,7,4.8
"10019",1998,6,6,12,7.5,0
"10020",1998,6,7,12.5,7.5,0
"10021",1998,6,8,12.5,1,0
"10022",1998,6,9,14,2,0
"10023",1998,6,10,14,1,0
"10024",1998,6,11,24.5,6,0
"10025",1998,6,12,25.5,11.5,0
"10026",1998,6,13,21,11.5,0
"10027",1998,6,14,23,11,0
"10028",1998,6,15,21,11,36
"10029",1998,6,16,17.5,13.5,31.6
"10030",1998,6,17,24,14,0
"10031",1998,6,18,24.5,17,0
"10032",1998,6,19,25,17.5,3
"10033",1998,6,20,19,14,13
"10034",1998,6,21,13,11.5,0
"10035",1998,6,22,19.5,10,0
"10036",1998,6,23,20,12,0
"10037",1998,6,24,23,14,0
"10038",1998,6,25,25,15,0
"10039",1998,6,26,22,12.5,0
"10040",1998,6,27,12.5,12,0
"10041",1998,6,28,16,11,0
"10042",1998,6,29,25,13,0.8
"10043",1998,6,30,20.5,13,25.2
"10044",1998,7,1,24,16,0
"10045",1998,7,2,18,13.5,1
"10046",1998,7,3,26.5,15,0
"10047",1998,7,4,26,13,0
"10048",1998,7,5,22.5,12.5,6.2
"10049",1998,7,6,21,17,0
"10050",1998,7,7,25.5,13,0
"10051",1998,7,8,26.5,15,0
"10052",1998,7,9,19,13,0
"10053",1998,7,10,26,11,1.4
"10054",1998,7,11,15.5,14,11
"10055",1998,7,12,17.5,11,1.4
"10056",1998,7,13,24,10,0
"10057",1998,7,14,27.5,14.5,0
"10058",1998,7,15,29,16,0
"10059",1998,7,16,31,18,0
"10060",1998,7,17,28.5,19,6
"10061",1998,7,18,27.5,19,0.4
"10062",1998,7,19,27,14,0
"10063",1998,7,20,27.5,16,0
"10064",1998,7,21,24,15,0
"10065",1998,7,22,29,14,2.4
"10066",1998,7,23,28,15.5,14
"10067",1998,7,24,26,15,0
"10068",1998,7,25,24,11.5,0
"10069",1998,7,26,23.5,13.5,0
"10070",1998,7,27,23.5,12,0
"10071",1998,7,28,26,14,0
"10072",1998,7,29,26,17,12
"10073",1998,7,30,26,17,1.4
"10074",1998,7,31,22,17,0
"10075",1998,8,1,22,15,0
"10076",1998,8,2,26.5,12,0
"10077",1998,8,3,26,15,0
"10078",1998,8,4,24.5,12,0
"10079",1998,8,5,26.5,11,0
"10080",1998,8,6,22,13,0
"10081",1998,8,7,28,10,0
"10082",1998,8,8,30.5,15,0
"10083",1998,8,9,29.5,17,0
"10084",1998,8,10,30,18,0
"10085",1998,8,11,29.5,20,12.6
"10086",1998,8,12,17,13,5
"10087",1998,8,13,15.5,11,1
"10088",1998,8,14,25.5,9,0
"10089",1998,8,15,25.5,15,0
"10090",1998,8,16,24.5,17,1.8
"10091",1998,8,17,28,13,8.2
"10092",1998,8,18,23.5,19,16.8
"10093",1998,8,19,19,13,0
"10094",1998,8,20,19,9,0
"10095",1998,8,21,24,10,0
"10096",1998,8,22,20,14,0
"10097",1998,8,23,24,8,1.4
"10098",1998,8,24,21.5,13.5,3
"10099",1998,8,25,24.5,17.5,10
"10100",1998,8,26,21,15,0.6
"10101",1998,8,27,17,14,0
"10102",1998,8,28,21.5,16.5,0
"10103",1998,8,29,22,11,14.6
"10104",1998,8,30,21.5,13,0
"10105",1998,8,31,24,14.5,0
"10106",1998,9,1,22,14.5,0
"10107",1998,9,2,24,11,1.6
"10108",1998,9,3,23.5,11.5,1.2
"10109",1998,9,4,21,14.5,4.8
"10110",1998,9,5,19.5,11.5,1.6
"10111",1998,9,6,21.5,14,1.8
"10112",1998,9,7,18.5,13,0
"10113",1998,9,8,19,11.5,38.6
"10114",1998,9,9,19.5,14,0.8
"10115",1998,9,10,19,11.5,2
"10116",1998,9,11,18,8.5,1.4
"10117",1998,9,12,15.5,12,2.6
"10118",1998,9,13,16,12,0
"10119",1998,9,14,21,4.5,0
"10120",1998,9,15,23,10,0
"10121",1998,9,16,19,14,0
"10122",1998,9,17,15,8.5,4
"10123",1998,9,18,15,9.5,0.6
"10124",1998,9,19,18,5,14.4
"10125",1998,9,20,17,12,0
"10126",1998,9,21,19.5,9,0
"10127",1998,9,22,20,17,47.8
"10128",1998,9,23,11.5,10,5
"10129",1998,9,24,14.5,4.5,0
"10130",1998,9,25,18.5,8,0
"10131",1998,9,26,20.5,10,0
"10132",1998,9,27,20,11,10.6
"10133",1998,9,28,20,12,8.4
"10134",1998,9,29,15,9.5,0
"10135",1998,9,30,18.5,8.5,0
